ts,day,run_id,drone,state,x,y,z,batt,alt_fault,alt_envelope,vspeed,hspeed,batt_jump,sensor_dropout,iso_anomaly,iso_score
1780028556.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,4.628,79.1,False,True,False,False,False,False,False,0.4124469563215936
1780028556.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,4.676,79.1,False,True,False,False,False,False,False,0.4494070546043338
1780028557.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,4.73,79.0,False,True,False,False,False,False,False,0.41354379893645277
1780028557.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,4.781,78.9,False,True,False,False,False,False,False,0.41278575592993605
1780028558.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,4.832,78.8,False,True,False,False,False,False,False,0.4125065651953828
1780028558.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,4.892,78.7,False,True,False,False,False,False,False,0.41460495268259895
1780028559.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,4.94,78.6,False,True,False,False,False,False,False,0.41292980129109047
1780028559.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,4.988,78.6,False,True,False,False,False,False,False,0.4480815719873211
1780028560.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,5.039,78.5,False,True,False,False,False,False,False,0.41268159590392395
1780028560.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,5.099,78.4,False,True,False,False,False,False,False,0.4136399220457194
1780028561.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,5.147,78.3,False,True,False,False,False,False,False,0.4121080594790877
1780028561.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,5.198,78.2,False,True,False,False,False,False,False,0.41244658070468115
1780028562.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,5.252,78.2,False,True,False,False,False,False,False,0.4489253537041789
1780028562.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,5.312,78.1,False,True,False,False,False,False,False,0.41281068469149085
1780028563.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,5.36,78.0,False,True,False,False,False,False,False,0.41128189309938096
1780028563.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,5.411,77.9,False,True,False,False,False,False,False,0.4120832778460875
1780028564.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,5.462,77.8,False,True,False,False,False,False,False,0.4120832778460875
1780028564.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,5.519,77.7,False,True,False,False,False,False,False,0.41313578338305146
1780028565.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,5.573,77.7,False,True,False,False,False,False,False,0.4487735110138961
1780028565.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,5.627,77.6,False,True,False,False,False,False,False,0.41270039347925735
1780028566.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,5.681,77.5,False,True,False,False,False,False,False,0.41270039347925735
1780028566.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,5.735,77.4,False,True,False,False,False,False,False,0.41594002925447765
1780028567.003,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,5.792,77.3,False,True,False,False,False,False,False,0.4973397016787884
1780028567.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,5.846,77.2,False,True,False,False,False,False,False,0.49838505850517667
1780028568.005,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,5.903,77.2,False,True,False,False,False,False,False,0.5131894724168335
1780028568.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,5.948,77.1,False,True,False,False,False,False,False,0.49550829046655104
1780028569.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,5.996,77.0,False,True,False,False,False,False,False,0.4161887059900897
1780028569.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,6.05,76.9,True,False,False,False,False,False,False,0.4172954992432739
1780028570.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,6.104,76.8,True,False,False,False,False,False,False,0.4165300558160005
1780028570.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,6.152,76.7,True,False,False,False,False,False,False,0.41464170798636135
1780028571.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,6.203,76.6,True,False,False,False,False,False,False,0.41512271987170823
1780028571.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,6.248,76.6,True,False,False,False,False,False,False,0.4495596101563733
1780028572.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,6.29,76.5,True,False,False,False,False,False,False,0.41598544263840204
1780028572.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,6.341,76.4,True,False,False,False,False,False,False,0.41638238504107283
1780028573.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,6.395,76.3,True,False,False,False,False,False,False,0.41826787957007283
1780028573.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,6.452,76.2,True,False,False,False,False,False,False,0.4187091430501265
1780028574.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,6.503,76.1,True,False,False,False,False,False,False,0.41750117712700857
1780028574.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,6.551,76.1,True,False,False,False,False,False,False,0.45075530034087274
1780028575.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,6.605,76.0,True,False,False,False,False,False,False,0.41789580872096704
1780028575.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,6.653,75.9,True,False,False,False,False,False,False,0.41678742326637913
1780028576.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,6.71,75.8,True,False,False,False,False,False,False,0.41837819810066534
1780028576.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,6.755,75.7,True,False,False,False,False,False,False,0.41679923496876614
1780028577.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,6.803,75.6,True,False,False,False,False,False,False,0.4177767733611117
1780028577.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,6.851,75.6,True,False,False,False,False,False,False,0.45148783046830054
1780028578.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,6.902,75.5,True,False,False,False,False,False,False,0.41811995108377376
1780028578.503,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,6.959,75.4,True,False,False,False,False,False,False,0.49716114647821846
1780028579.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,7.01,75.3,True,False,False,False,False,False,False,0.5014527958555487
1780028579.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,7.058,75.2,True,False,False,False,False,False,False,0.4198497399466752
1780028580.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,7.103,75.2,True,False,False,False,False,False,False,0.4513894394405649
1780028580.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,7.151,75.1,True,False,False,False,False,False,False,0.4216800508185776
1780028581.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,7.202,75.0,True,False,False,False,False,False,False,0.4244697764607372
1780028581.503,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,7.253,74.9,True,False,False,False,False,False,False,0.5001759865914259
1780028582.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,7.301,74.8,True,False,False,False,False,False,False,0.5039244566952474
1780028582.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,7.355,74.7,True,False,False,False,False,False,False,0.4245851624391085
1780028583.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,7.403,74.7,True,False,False,False,False,False,False,0.45481927561274416
1780028583.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,7.457,74.6,True,False,False,False,False,False,False,0.42648676181408146
1780028584.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,7.511,74.5,True,False,False,False,False,False,False,0.4269971655622498
1780028584.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,7.562,74.4,True,False,False,False,False,False,False,0.4260703009240034
1780028585.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,7.61,74.3,True,False,False,False,False,False,False,0.4263586718017613
1780028585.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,7.664,74.2,True,False,False,False,False,False,False,0.42777841943081113
1780028586.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,7.721,74.2,True,False,False,False,False,False,False,0.45718164211341905
1780028586.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,7.766,74.1,True,False,False,False,False,False,False,0.42741725732987307
1780028587.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,7.814,74.0,True,False,False,False,False,False,False,0.4279244755235945
1780028587.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,7.874,73.9,True,False,False,False,False,False,False,0.42901744120335983
1780028588.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,7.925,73.8,True,False,False,False,False,False,False,0.4276350456027737
1780028588.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,7.976,73.7,True,False,False,False,False,False,False,0.4279954498631223
1780028589.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,8.033,73.6,True,False,False,False,False,False,False,0.42924224406974176
1780028589.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,8.081,73.6,True,False,False,False,False,False,False,0.45399988815303344
1780028590.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,8.135,73.5,True,False,False,False,False,False,False,0.42878988010886787
1780028590.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,8.189,73.4,True,False,False,False,False,False,False,0.42878988010886787
1780028591.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,8.237,73.3,True,False,False,False,False,False,False,0.42814870568175045
1780028591.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,8.291,73.2,True,False,False,False,False,False,False,0.42878988010886787
1780028592.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,8.339,73.2,True,False,False,False,False,False,False,0.45459234240479174
1780028592.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,8.393,73.1,True,False,False,False,False,False,False,0.42878988010886787
1780028593.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,8.447,73.0,True,False,False,False,False,False,False,0.4309949303784622
1780028593.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,8.504,72.9,True,False,False,False,False,False,False,0.4314496206192231
1780028594.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,8.549,72.8,True,False,False,False,False,False,False,0.4302552302275011
1780028594.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,8.597,72.7,True,False,False,False,False,False,False,0.43076581625783245
1780028595.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,8.645,72.7,True,False,False,False,False,False,False,0.45443858293524253
1780028595.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,8.696,72.6,True,False,False,False,False,False,False,0.4304744645749467
1780028596.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,8.747,72.5,True,False,False,False,False,False,False,0.4304744645749467
1780028596.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,8.798,72.4,True,False,False,False,False,False,False,0.4304744645749467
1780028597.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,8.846,72.3,True,False,False,False,False,False,False,0.42999023462370944
1780028597.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,8.9,72.2,True,False,False,False,False,False,False,0.4310628878635765
1780028598.005,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,8.951,72.2,True,False,False,False,False,False,False,0.513333315627891
1780028598.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,8.999,72.1,True,False,False,False,False,False,False,0.5109599976269219
1780028599.003,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,9.053,72.0,True,False,False,False,False,False,False,0.5106031945708391
1780028599.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,9.104,71.9,True,False,False,False,False,False,False,0.5089543825146566
1780028600.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,9.155,71.8,True,False,False,False,False,False,False,0.43080214835125125
1780028600.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,9.206,71.7,True,False,False,False,False,False,False,0.43169453088576487
1780028601.003,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,9.254,71.6,True,False,False,False,False,False,False,0.5087604810894418
1780028601.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,9.311,71.6,True,False,False,False,False,False,False,0.5047542983017789
1780028602.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,9.362,71.5,True,False,False,False,False,False,False,0.43169453088576487
1780028602.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,9.41,71.4,True,False,False,False,False,False,False,0.4319867083281373
1780028603.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,9.461,71.3,True,False,False,False,False,False,False,0.43169453088576487
1780028603.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,9.509,71.2,True,False,False,False,False,False,False,0.4319867083281373
1780028604.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,9.563,71.2,True,False,False,False,False,False,False,0.44960173721292274
1780028604.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,9.611,71.1,True,False,False,False,False,False,False,0.4321610189581717
1780028605.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,9.668,71.0,True,False,False,False,False,False,False,0.4329011621155421
1780028605.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,9.716,70.9,True,False,False,False,False,False,False,0.43365221255604525
1780028606.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,9.767,70.8,True,False,False,False,False,False,False,0.43335890863742677
1780028606.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,9.821,70.7,True,False,False,False,False,False,False,0.43387753671940954
1780028607.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,9.872,70.6,True,False,False,False,False,False,False,0.43373078374169244
1780028607.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,9.929,70.6,True,False,False,False,False,False,False,0.44934041482127324
1780028608.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,9.98,70.5,True,False,False,False,False,False,False,0.4333833955807841
1780028608.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,10.028,70.4,True,False,False,False,False,False,False,0.4336767160725394
1780028609.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,10.082,70.3,True,False,False,False,False,False,False,0.43353003101958315
1780028609.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,10.136,70.2,True,False,False,False,False,False,False,0.43289589344586343
1780028610.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,10.187,70.1,True,False,False,False,False,False,False,0.4327494724951846
1780028610.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,10.247,70.1,True,False,False,False,False,False,False,0.4496445352670145
1780028611.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,10.295,70.0,True,False,False,False,False,False,False,0.43231063886134774
1780028611.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,10.343,69.9,True,False,False,False,False,False,False,0.43231063886134774
1780028612.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,10.397,69.8,True,False,False,False,False,False,False,0.4327798350103275
1780028612.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,10.457,69.7,True,False,False,False,False,False,False,0.4332364082865016
1780028613.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,10.505,69.7,True,False,False,False,False,False,False,0.4469689805920405
1780028613.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,10.559,69.6,True,False,False,False,False,False,False,0.4344717136451708
1780028614.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,10.61,69.5,True,False,False,False,False,False,False,0.4343247596954611
1780028614.503,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,10.664,69.4,True,False,False,False,False,False,False,0.5118339296734441
1780028615.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,10.712,69.3,True,False,False,False,False,False,False,0.5100420468673511
1780028615.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,10.766,69.2,True,False,False,False,False,False,False,0.4337963177555246
1780028616.003,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,10.826,69.1,True,False,False,False,False,False,False,0.5128941650069032
1780028616.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,10.88,69.1,True,False,False,False,False,False,False,0.5023379814688633
1780028617.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,10.931,69.0,True,False,False,False,False,False,False,0.43364959224898036
1780028617.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,10.982,68.9,True,False,False,False,False,False,False,0.4344668797784902
1780028618.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,11.036,68.8,True,False,False,False,False,False,False,0.4346138818145848
1780028618.503,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,11.087,68.7,True,False,False,False,False,False,False,0.5126251221784429
1780028619.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,11.135,68.6,True,False,False,False,False,False,False,0.510861180751363
1780028619.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,11.18,68.6,True,False,False,False,False,False,False,0.446991411753039
1780028620.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,11.228,68.5,True,False,False,False,False,False,False,0.4378349859870109
1780028620.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,11.282,68.4,True,False,False,False,False,False,False,0.43845848024767736
1780028621.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,11.327,68.3,True,False,False,False,False,False,False,0.4369849271620499
1780028621.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,11.381,68.2,True,False,False,False,False,False,False,0.43845848024767736
1780028622.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,11.438,68.2,True,False,False,False,False,False,False,0.4481302370656889
1780028622.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,11.489,68.1,True,False,False,False,False,False,False,0.43854305000111105
1780028623.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,11.54,68.0,True,False,False,False,False,False,False,0.43854305000111105
1780028623.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,11.588,67.9,True,False,False,False,False,False,False,0.4383990119383114
1780028624.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,11.642,67.8,True,False,False,False,False,False,False,0.43932044706558193
1780028624.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,11.693,67.7,True,False,False,False,False,False,False,0.438918372694331
1780028625.003,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,11.744,67.6,True,False,False,False,False,False,False,0.5156923762126585
1780028625.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,11.795,67.6,True,False,False,False,False,False,False,0.5009097346959427
1780028626.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,11.846,67.5,True,False,False,False,False,False,False,0.43847314940993337
1780028626.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,11.903,67.4,True,False,False,False,False,False,False,0.43799724114296074
1780028627.003,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,11.966,67.3,True,False,False,False,False,False,False,0.5151326560441952
1780028627.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,12.023,67.2,True,False,False,False,False,False,False,0.5142745543707613
1780028628.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,12.08,67.2,True,False,False,False,False,False,False,0.4486301462093984
1780028628.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,12.131,67.1,True,False,False,False,False,False,False,0.4394216348852046
1780028629.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,12.182,67.0,True,False,False,False,False,False,False,0.4394216348852046
1780028629.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,12.233,66.9,True,False,False,False,False,False,False,0.4394216348852046
1780028630.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,12.284,66.8,True,False,False,False,False,False,False,0.4394216348852046
1780028630.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,12.332,66.7,True,False,False,False,False,False,False,0.4395396087959459
1780028631.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,12.389,66.6,True,False,False,False,False,False,False,0.44020653331912313
1780028631.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,12.44,66.6,True,False,False,False,False,False,False,0.4484508290275362
1780028632.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,12.488,66.5,True,False,False,False,False,False,False,0.43985055154511926
1780028632.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,12.536,66.4,True,False,False,False,False,False,False,0.44025347984559393
1780028633.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,12.584,66.3,True,False,False,False,False,False,False,0.44025347984559393
1780028633.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,12.647,66.2,True,False,False,False,False,False,False,0.44134553735124404
1780028634.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,12.704,66.1,True,False,False,False,False,False,False,0.44134553735124404
1780028634.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,12.755,66.1,True,False,False,False,False,False,False,0.4477364641117002
1780028635.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,12.809,66.0,True,False,False,False,False,False,False,0.4408804181367481
1780028635.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,12.863,65.9,True,False,False,False,False,False,False,0.4408804181367481
1780028636.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,12.92,65.8,True,False,False,False,False,False,False,0.44134553735124404
1780028636.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,12.965,65.7,True,False,False,False,False,False,False,0.43936150057947343
1780028637.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,13.013,65.7,True,False,False,False,False,False,False,0.44650419355465726
1780028637.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,13.055,65.6,True,False,False,False,False,False,False,0.43843674595307064
1780028638.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,13.103,65.5,True,False,False,False,False,False,False,0.44021618250944566
1780028638.505,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,13.148,65.4,True,False,False,False,False,False,False,0.5151585008829328
1780028639.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,13.199,65.3,True,False,False,False,False,False,False,0.5177201071294402
1780028639.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,13.259,65.2,True,False,False,False,False,False,False,0.4404273098991164
1780028640.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,13.325,65.2,True,False,False,False,False,False,False,0.45178591799999906
1780028640.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,13.379,65.1,True,False,False,False,False,False,False,0.4399631583736421
1780028641.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,13.439,65.0,True,False,False,False,False,False,False,0.4404273098991164
1780028641.503,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,13.499,64.9,True,False,False,False,False,False,False,0.5184688121980541
1780028642.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,13.565,64.8,True,False,False,False,False,False,False,0.5158947689560237
1780028642.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,13.628,64.7,True,False,False,False,False,False,False,0.4405353756473771
1780028643.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,13.682,64.7,True,False,False,False,False,False,False,0.44639717104622495
1780028643.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,13.736,64.6,True,False,False,False,False,False,False,0.44049584977369627
1780028644.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,13.79,64.5,True,False,False,False,False,False,False,0.4412450963288922
1780028644.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,13.841,64.4,True,False,False,False,False,False,False,0.44063099529885597
1780028645.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,13.892,64.3,True,False,False,False,False,False,False,0.44063099529885597
1780028645.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,13.949,64.2,True,False,False,False,False,False,False,0.44135890672359573
1780028646.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,14.003,64.1,True,False,False,False,False,False,False,0.4408937734195679
1780028646.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,14.06,64.1,True,False,False,False,False,False,False,0.4461224391529258
1780028647.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,14.114,64.0,True,False,False,False,False,False,False,0.4411921770495869
1780028647.504,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,14.165,63.9,True,False,False,False,False,False,False,0.4410429499976011
1780028648.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,14.219,63.8,True,False,False,False,False,False,False,0.4417808353417703
1780028648.505,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,14.27,63.7,True,False,False,False,False,False,False,0.5172782529931856
1780028649.004,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,14.315,63.6,True,False,False,False,False,False,False,0.518867963323171
1780028649.503,5,stage16_20260529_122019,D1,ASCEND_GENTLE,10.915,2.63,14.36,63.6,True,False,False,False,False,False,False,0.5053621102737482
