ts,day,run_id,drone,state,x,y,z,batt,alt_fault,alt_envelope,vspeed,hspeed,batt_jump,sensor_dropout,iso_anomaly,iso_score
1779901653.969,5,stage16_20260528_010732,D1,IDLE,8.1,-1.0,0.1,100.0,False,False,False,True,False,False,False,0.6486522048001065
1779902244.777,5,stage16_20260528_011723,D1,IDLE,8.1,-1.0,0.1,100.0,False,False,False,True,False,False,True,0.6826276677982138
1779903168.342,5,stage16_20260528_012421,D0,GOTO_FLOWER,6.347,-0.441,0.868,100.0,False,False,False,False,True,False,False,0.6231409228324297
1779903169.341,5,stage16_20260528_012421,D0,GOTO_FLOWER,4.867,1.039,1.608,99.8,False,False,False,False,False,False,True,0.6824801848942978
1779902662.841,5,stage16_20260528_012421,D1,IDLE,8.1,-1.0,0.1,100.0,False,False,False,True,False,False,False,0.6486522048001065
1779903182.341,5,stage16_20260528_012421,D1,GOTO_FLOWER,7.628,-0.521,0.827,99.9,False,False,False,False,True,False,False,0.6054177670637787
1779903533.502,5,stage16_20260528_013852,D1,IDLE,8.1,-1.0,0.1,100.0,False,False,False,True,False,False,False,0.6486522048001065
1779903928.464,5,stage16_20260528_014527,D0,IDLE,6.9,-1.0,0.1,100.0,False,False,False,True,False,False,False,0.6486522048001065
1779904434.964,5,stage16_20260528_014527,D0,GOTO_FLOWER,7.85,-0.123,1.05,100.0,False,False,False,False,True,False,False,0.6477188750453875
1779903928.464,5,stage16_20260528_014527,D1,IDLE,8.1,-1.0,0.1,100.0,False,False,False,True,False,False,False,0.6486522048001065
1779904435.464,5,stage16_20260528_014527,D1,GOTO_FLOWER,8.499,-0.628,0.782,100.0,False,False,False,False,True,False,False,0.591540287927683
1780028691.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,4.537,56.3,False,True,False,False,False,False,False,0.39886436543338866
1780028692.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,4.591,56.2,False,True,False,False,False,False,False,0.3994984514974025
1780028692.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,4.642,56.1,False,True,False,False,False,False,False,0.39963362195232116
1780028693.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,4.69,56.0,False,True,False,False,False,False,False,0.3977354103741188
1780028693.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,4.744,55.9,False,True,False,False,False,False,False,0.3982035267524923
1780028694.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,4.792,55.9,False,True,False,False,False,False,False,0.41031298050570447
1780028694.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,4.84,55.8,False,True,False,False,False,False,False,0.39678147645815326
1780028695.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,4.894,55.7,False,True,False,False,False,False,False,0.40026882269402764
1780028695.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,4.945,55.6,False,True,False,False,False,False,False,0.3998868921489128
1780028696.003,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,4.996,55.5,False,True,False,False,False,False,False,0.4833801372207236
1780028696.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,5.044,55.4,False,True,False,False,False,False,False,0.4835603159304219
1780028697.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,5.089,55.4,False,True,False,False,False,False,False,0.41054670171776303
1780028697.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,5.14,55.3,False,True,False,False,False,False,False,0.3998868921489128
1780028698.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,5.194,55.2,False,True,False,False,False,False,False,0.4006212475806023
1780028698.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,5.242,55.1,False,True,False,False,False,False,False,0.3992902322888376
1780028699.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,5.296,55.0,False,True,False,False,False,False,False,0.40045764621518987
1780028699.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,5.35,54.9,False,True,False,False,False,False,False,0.40045764621518987
1780028700.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,5.404,54.9,False,True,False,False,False,False,False,0.41295083334325994
1780028700.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,5.458,54.8,False,True,False,False,False,False,False,0.40045764621518987
1780028701.003,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,5.518,54.7,False,True,False,False,False,False,False,0.4857233059326559
1780028701.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,5.569,54.6,False,True,False,False,False,False,False,0.48322938775692503
1780028702.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,5.623,54.5,False,True,False,False,False,False,False,0.3987798532676832
1780028702.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,5.671,54.4,False,True,False,False,False,False,False,0.39761733044247727
1780028703.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,5.725,54.4,False,True,False,False,False,False,False,0.4123020477376463
1780028703.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,5.782,54.3,False,True,False,False,False,False,False,0.4019666189180794
1780028704.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,5.83,54.2,False,True,False,False,False,False,False,0.4002302943160938
1780028704.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,5.881,54.1,False,True,False,False,False,False,False,0.40066467296865893
1780028705.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,5.935,54.0,False,True,False,False,False,False,False,0.4029344264412581
1780028705.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,5.983,53.9,False,True,False,False,False,False,False,0.40299257808410577
1780028706.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,6.034,53.9,True,False,False,False,False,False,False,0.4141749160986633
1780028706.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,6.088,53.8,True,False,False,False,False,False,False,0.4041708166429986
1780028707.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,6.139,53.7,True,False,False,False,False,False,False,0.4034299547033871
1780028707.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,6.196,53.6,True,False,False,False,False,False,False,0.4047427624761246
1780028708.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,6.247,53.5,True,False,False,False,False,False,False,0.4035509888135143
1780028708.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,6.31,53.4,True,False,False,False,False,False,False,0.40610829070359544
1780028709.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,6.361,53.4,True,False,False,False,False,False,False,0.4135277614965939
1780028709.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,6.415,53.3,True,False,False,False,False,False,False,0.40494209580055673
1780028710.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,6.463,53.2,True,False,False,False,False,False,False,0.4037616088090565
1780028710.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,6.514,53.1,True,False,False,False,False,False,False,0.40278357836377465
1780028711.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,6.568,53.0,True,False,False,False,False,False,False,0.4035232532927959
1780028711.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,6.619,52.9,True,False,False,False,False,False,False,0.40278357836377465
1780028712.003,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,6.667,52.9,True,False,False,False,False,False,False,0.47949290121943566
1780028712.503,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,6.724,52.8,True,False,False,False,False,False,False,0.40509627741005233
1780028713.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,6.775,52.7,True,False,False,False,False,False,False,0.4871318925866099
1780028713.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,6.829,52.6,True,False,False,False,False,False,False,0.405129872047399
1780028714.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,6.877,52.5,True,False,False,False,False,False,False,0.40496455327663283
1780028714.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,6.925,52.4,True,False,False,False,False,False,False,0.40496455327663283
1780028715.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,6.976,52.4,True,False,False,False,False,False,False,0.41494689262643564
1780028715.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,7.03,52.3,True,False,False,False,False,False,False,0.40785914506369236
1780028716.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,7.084,52.2,True,False,False,False,False,False,False,0.4076707575332674
1780028716.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,7.135,52.1,True,False,False,False,False,False,False,0.4067858439092925
1780028717.003,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,7.192,52.0,True,False,False,False,False,False,False,0.49507522989298125
1780028717.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,7.24,51.9,True,False,False,False,False,False,False,0.4911882026373719
1780028718.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,7.294,51.9,True,False,False,False,False,False,False,0.4177292308603139
1780028718.503,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,7.351,51.8,True,False,False,False,False,False,False,0.49507522989298125
1780028719.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,7.399,51.7,True,False,False,False,False,False,False,0.49245826457883707
1780028719.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,7.459,51.6,True,False,False,False,False,False,False,0.41231874791113504
1780028720.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,7.516,51.5,True,False,False,False,False,False,False,0.4134466263357087
1780028720.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,7.57,51.4,True,False,False,False,False,False,False,0.4122593584090287
1780028721.003,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,7.624,51.4,True,False,False,False,False,False,False,0.48213027987806006
1780028721.503,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,7.678,51.3,True,False,False,False,False,False,False,0.41281759409879565
1780028722.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,7.729,51.2,True,False,False,False,False,False,False,0.4950788051249706
1780028722.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,7.78,51.1,True,False,False,False,False,False,False,0.4131165771130296
1780028723.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,7.834,51.0,True,False,False,False,False,False,False,0.414674992714633
1780028723.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,7.888,50.9,True,False,False,False,False,False,False,0.414674992714633
1780028724.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,7.936,50.9,True,False,False,False,False,False,False,0.41839147877530797
1780028724.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,7.99,50.8,True,False,False,False,False,False,False,0.414674992714633
1780028725.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,8.041,50.7,True,False,False,False,False,False,False,0.4143529636981883
1780028725.505,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,8.092,50.6,True,False,False,False,False,False,False,0.4983698183859455
1780028726.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,8.155,50.5,True,False,False,False,False,False,False,0.5003902053305979
1780028726.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,8.206,50.4,True,False,False,False,False,False,False,0.41477369547536974
1780028727.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,8.254,50.4,True,False,False,False,False,False,False,0.4187513530803867
1780028727.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,8.302,50.3,True,False,False,False,False,False,False,0.4163502632418199
1780028728.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,8.35,50.2,True,False,False,False,False,False,False,0.4163502632418199
1780028728.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,8.395,50.1,True,False,False,False,False,False,False,0.4163250776032966
1780028729.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,8.443,50.0,True,False,False,False,False,False,False,0.4175824167008873
1780028729.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,8.5,49.9,True,False,False,False,False,False,False,0.420151536146756
1780028730.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,8.548,49.9,True,False,False,False,False,False,False,0.4207992475010017
1780028730.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,8.602,49.8,True,False,False,False,False,False,False,0.4200714991130465
1780028731.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,8.65,49.7,True,False,False,False,False,False,False,0.4187052378142469
1780028731.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,8.695,49.6,True,False,False,False,False,False,False,0.4182552156170031
1780028732.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,8.749,49.5,True,False,False,False,False,False,False,0.41889419394399885
1780028732.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,8.803,49.4,True,False,False,False,False,False,False,0.41889419394399885
1780028733.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,8.851,49.4,True,False,False,False,False,False,False,0.4202047208970952
1780028733.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,8.896,49.3,True,False,False,False,False,False,False,0.4175065046615965
1780028734.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,8.941,49.2,True,False,False,False,False,False,False,0.4202471443872765
1780028734.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,8.992,49.1,True,False,False,False,False,False,False,0.4203974647791546
1780028735.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,9.043,49.0,True,False,False,False,False,False,False,0.4203974647791546
1780028735.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,9.094,48.9,True,False,False,False,False,False,False,0.4203974647791546
1780028736.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,9.148,48.9,True,False,False,False,False,False,False,0.42113945122376356
1780028736.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,9.196,48.8,True,False,False,False,False,False,False,0.4199416929165155
1780028737.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,9.25,48.7,True,False,False,False,False,False,False,0.42053970642326577
1780028737.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,9.307,48.6,True,False,False,False,False,False,False,0.4212244540407781
1780028738.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,9.361,48.5,True,False,False,False,False,False,False,0.4200148510295061
1780028738.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,9.418,48.4,True,False,False,False,False,False,False,0.4212244540407781
1780028739.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,9.472,48.4,True,False,False,False,False,False,False,0.4207856832165549
1780028739.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,9.529,48.3,True,False,False,False,False,False,False,0.4212244540407781
1780028740.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,9.58,48.2,True,False,False,False,False,False,False,0.4198727869103539
1780028740.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,9.631,48.1,True,False,False,False,False,False,False,0.4198727869103539
1780028741.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,9.685,48.0,True,False,False,False,False,False,False,0.42104495923345775
1780028741.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,9.742,47.9,True,False,False,False,False,False,False,0.4208691793755282
1780028742.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,9.799,47.9,True,False,False,False,False,False,False,0.41957764776259787
1780028742.503,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,9.85,47.8,True,False,False,False,False,False,False,0.5040707694875002
1780028743.003,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,9.901,47.7,True,False,False,False,False,False,False,0.4195186522859603
1780028743.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,9.952,47.6,True,False,False,False,False,False,False,0.5029148535824735
1780028744.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,10.012,47.5,True,False,False,False,False,False,False,0.42185864031205605
1780028744.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,10.06,47.4,True,False,False,False,False,False,False,0.4196275620390605
1780028745.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,10.105,47.4,True,False,False,False,False,False,False,0.41566351146920255
1780028745.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,10.153,47.3,True,False,False,False,False,False,False,0.4196275620390605
1780028746.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,10.195,47.2,True,False,False,False,False,False,False,0.41871901234203057
1780028746.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,10.252,47.1,True,False,False,False,False,False,False,0.4214353368007212
1780028747.003,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,10.312,47.0,True,False,False,False,False,False,False,0.5047563096871318
1780028747.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,10.369,46.9,True,False,False,False,False,False,False,0.503996473864654
1780028748.003,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,10.42,46.9,True,False,False,False,False,False,False,0.48297092901126876
1780028748.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,10.474,46.8,True,False,False,False,False,False,False,0.5034608319063076
1780028749.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,10.519,46.7,True,False,False,False,False,False,False,0.4196021781519227
1780028749.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,10.57,46.6,True,False,False,False,False,False,False,0.42135424549519374
1780028750.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,10.624,46.5,True,False,False,False,False,False,False,0.42149681086642865
1780028750.503,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,10.69,46.4,True,False,False,False,False,False,False,0.5056421274995407
1780028751.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,10.735,46.4,True,False,False,False,False,False,False,0.4725762679798404
1780028751.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,10.786,46.3,True,False,False,False,False,False,False,0.4219543995032705
1780028752.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,10.834,46.2,True,False,False,False,False,False,False,0.421496939697438
1780028752.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,10.879,46.1,True,False,False,False,False,False,False,0.42133136304441554
1780028753.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,10.93,46.0,True,False,False,False,False,False,False,0.42132589790675784
1780028753.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,10.981,45.9,True,False,False,False,False,False,False,0.42211995930649976
1780028754.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,11.038,45.9,True,False,False,False,False,False,False,0.41861974742206254
1780028754.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,11.095,45.8,True,False,False,False,False,False,False,0.4234788606020306
1780028755.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,11.146,45.7,True,False,False,False,False,False,False,0.4220204899883162
1780028755.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,11.197,45.6,True,False,False,False,False,False,False,0.4237782811189741
1780028756.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,11.257,45.5,True,False,False,False,False,False,False,0.42514252093406485
1780028756.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,11.311,45.4,True,False,False,False,False,False,False,0.42420858331291705
1780028757.003,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,11.368,45.4,True,False,False,False,False,False,False,0.48407623453392734
1780028757.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,11.413,45.3,True,False,False,False,False,False,False,0.5030179540089326
1780028758.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,11.461,45.2,True,False,False,False,False,False,False,0.4233188439607767
1780028758.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,11.512,45.1,True,False,False,False,False,False,False,0.42406510072277187
1780028759.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,11.563,45.0,True,False,False,False,False,False,False,0.42406510072277187
1780028759.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,11.611,44.9,True,False,False,False,False,False,False,0.42407471318414264
1780028760.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,11.668,44.9,True,False,False,False,False,False,False,0.41814835910244946
1780028760.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,11.719,44.8,True,False,False,False,False,False,False,0.42482230244651475
1780028761.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,11.764,44.7,True,False,False,False,False,False,False,0.4232513699979595
1780028761.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,11.818,44.6,True,False,False,False,False,False,False,0.4249660412361548
1780028762.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,11.875,44.5,True,False,False,False,False,False,False,0.4261899032065295
1780028762.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,11.929,44.4,True,False,False,False,False,False,False,0.42555976491323216
1780028763.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,11.983,44.4,True,False,False,False,False,False,False,0.41942551462118977
1780028763.503,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,12.037,44.3,True,False,False,False,False,False,False,0.5105248247619858
1780028764.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,12.091,44.2,True,False,False,False,False,False,False,0.5086854127312366
1780028764.503,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,12.145,44.1,True,False,False,False,False,False,False,0.5120356798864005
1780028765.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,12.196,44.0,True,False,False,False,False,False,False,0.5087713329985747
1780028765.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,12.247,43.9,True,False,False,False,False,False,False,0.42881510028535125
1780028766.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,12.301,43.9,True,False,False,False,False,False,False,0.42019901621288297
1780028766.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,12.355,43.8,True,False,False,False,False,False,False,0.42954104013485445
1780028767.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,12.409,43.7,True,False,False,False,False,False,False,0.42954104013485445
1780028767.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,12.463,43.6,True,False,False,False,False,False,False,0.43108160808390433
1780028768.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,12.514,43.5,True,False,False,False,False,False,False,0.43093580078974547
1780028768.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,12.571,43.4,True,False,False,False,False,False,False,0.4323230823078853
1780028769.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,12.619,43.4,True,False,False,False,False,False,False,0.41690955564916615
1780028769.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,12.673,43.3,True,False,False,False,False,False,False,0.4306244626561191
1780028770.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,12.727,43.2,True,False,False,False,False,False,False,0.4306244626561191
1780028770.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,12.778,43.1,True,False,False,False,False,False,False,0.430478809984975
1780028771.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,12.832,43.0,True,False,False,False,False,False,False,0.4296650492503879
1780028771.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,12.877,42.9,True,False,False,False,False,False,False,0.42841332968499013
1780028772.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,12.931,42.9,True,False,False,False,False,False,False,0.41761308252656154
1780028772.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,12.994,42.8,True,False,False,False,False,False,False,0.4323466264264085
1780028773.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,13.042,42.7,True,False,False,False,False,False,False,0.42949130238058464
1780028773.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,13.087,42.6,True,False,False,False,False,False,False,0.42865744285926394
1780028774.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,13.138,42.5,True,False,False,False,False,False,False,0.4287741466314833
1780028774.503,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,13.186,42.4,True,False,False,False,False,False,False,0.5129748678759993
1780028775.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,13.237,42.4,True,False,False,False,False,False,False,0.4773471108996345
1780028775.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,13.288,42.3,True,False,False,False,False,False,False,0.4287741466314833
1780028776.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,13.342,42.2,True,False,False,False,False,False,False,0.42859904849011893
1780028776.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,13.39,42.1,True,False,False,False,False,False,False,0.42770010053212737
1780028777.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,13.447,42.0,True,False,False,False,False,False,False,0.42983337317747516
1780028777.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,13.504,41.9,True,False,False,False,False,False,False,0.42983337317747516
1780028778.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,13.558,41.9,True,False,False,False,False,False,False,0.41621320385308386
1780028778.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,13.609,41.8,True,False,False,False,False,False,False,0.42929812243011933
1780028779.004,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,13.666,41.7,True,False,False,False,False,False,False,0.43068013188472476
1780028779.504,5,stage16_20260529_122019,D0,ASCEND_GENTLE,12.167,7.924,13.717,41.6,True,False,False,False,False,False,False,0.42929812243011933
