ts,day,D0_state,D0_x,D0_y,D0_z,D0_batt,D1_state,D1_x,D1_y,D1_z,D1_batt
1780731952.375,1,IDLE,0.0,0.0,0.0,100.0,IDLE,0.0,0.0,0.0,100.0
1780731952.875,1,IDLE,0.0,0.0,0.0,100.0,IDLE,0.0,0.0,0.0,100.0
1780731953.375,1,IDLE,0.0,0.0,0.0,100.0,IDLE,0.0,0.0,0.0,100.0
1780731953.875,1,IDLE,0.0,0.0,0.0,100.0,IDLE,0.0,0.0,0.0,100.0
1780731954.375,1,IDLE,0.0,0.0,0.0,100.0,IDLE,0.0,0.0,0.0,100.0
1780731954.875,1,IDLE,0.0,0.0,0.0,100.0,IDLE,0.0,0.0,0.0,100.0
1780731955.375,1,IDLE,0.0,0.0,0.0,100.0,IDLE,0.0,0.0,0.0,100.0
1780731955.875,1,IDLE,0.0,0.0,0.0,100.0,IDLE,0.0,0.0,0.0,100.0
1780731956.375,1,IDLE,9.4,-1.0,0.1,100.0,IDLE,10.6,-1.0,0.1,100.0
1780731956.875,1,IDLE,9.4,-1.0,0.1,100.0,IDLE,10.6,-1.0,0.1,100.0
1780731957.375,1,IDLE,9.4,-1.0,0.1,100.0,IDLE,10.6,-1.0,0.1,100.0
1780731957.875,1,IDLE,9.4,-1.0,0.1,100.0,IDLE,10.6,-1.0,0.1,100.0
1780731958.377,1,IDLE,9.4,-1.0,0.1,100.0,IDLE,10.6,-1.0,0.1,100.0
1780731958.876,1,TAKEOFF,9.4,-1.0,0.431,99.9,TAKEOFF,10.6,-1.0,0.407,99.9
1780731959.375,1,TAKEOFF,9.4,-1.0,0.815,99.8,TAKEOFF,10.6,-1.0,0.791,99.8
1780731959.875,1,TAKEOFF,9.4,-1.0,1.271,99.8,TAKEOFF,10.6,-1.0,1.247,99.8
1780731960.375,1,TAKEOFF,9.4,-1.0,1.775,99.7,TAKEOFF,10.6,-1.0,1.751,99.7
1780731960.875,1,TAKEOFF,9.4,-1.0,2.183,99.6,TAKEOFF,10.6,-1.0,2.159,99.6
1780731961.376,1,TAKEOFF,9.4,-1.0,2.615,99.5,TAKEOFF,10.6,-1.0,2.615,99.5
1780731961.875,1,TAKEOFF,9.4,-1.0,3.023,99.4,TAKEOFF,10.6,-1.0,2.999,99.4
1780731962.375,1,TAKEOFF,9.4,-1.0,3.46,99.3,TAKEOFF,10.6,-1.0,3.446,99.3
1780731962.875,1,TAKEOFF,9.4,-1.0,3.695,99.2,TAKEOFF,10.6,-1.0,3.685,99.3
1780731963.375,1,SURVEY 0%,9.248,-0.866,3.838,99.2,SURVEY 0%,10.586,-0.886,3.833,99.2
1780731963.875,1,SURVEY 0%,8.608,-0.42,3.901,99.1,SURVEY 0%,10.528,-0.432,3.899,99.1
1780731964.375,1,SURVEY 0%,7.968,-0.117,3.94,99.0,SURVEY 0%,10.489,-0.127,3.939,99.0
1780731964.875,1,SURVEY 0%,7.408,0.063,3.961,98.9,SURVEY 0%,10.466,0.058,3.96,98.9
1780731965.375,1,SURVEY 0%,6.728,0.214,3.977,98.8,SURVEY 10%,10.447,0.467,3.977,98.8
1780731965.875,1,SURVEY 0%,5.968,0.322,3.988,98.8,SURVEY 10%,10.433,1.227,3.987,98.8
1780731966.375,1,SURVEY 0%,5.328,0.38,3.992,98.7,SURVEY 10%,10.425,1.867,3.992,98.7
1780731966.875,1,SURVEY 0%,4.768,0.416,3.995,98.6,SURVEY 10%,10.421,2.427,3.995,98.6
1780731967.375,1,SURVEY 0%,3.968,0.449,3.997,98.5,SURVEY 10%,10.417,3.227,3.997,98.5
1780731967.875,1,SURVEY 0%,3.208,0.468,3.999,98.4,SURVEY 10%,10.414,3.987,3.999,98.4
