ts,day,D0_state,D0_x,D0_y,D0_z,D0_batt,D1_state,D1_x,D1_y,D1_z,D1_batt
1780396920.106,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,0.0,0.0,0.0,100.0
1780396920.606,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780396921.106,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780396921.606,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780396922.106,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780396922.606,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780396923.106,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780396923.606,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780396924.106,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780396924.606,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780396925.106,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780396925.606,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780396926.108,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780396926.606,5,TAKEOFF,6.9,-1.0,0.609,100.0,TAKEOFF,8.1,-1.0,0.566,99.9
1780396927.106,5,TAKEOFF,6.9,-1.0,1.065,99.9,TAKEOFF,8.1,-1.0,1.022,99.8
1780396927.606,5,TAKEOFF,6.9,-1.0,1.497,99.8,TAKEOFF,8.1,-1.0,1.454,99.8
1780396928.106,5,TAKEOFF,6.9,-1.0,1.905,99.7,TAKEOFF,8.1,-1.0,1.862,99.7
1780396928.607,5,TAKEOFF,6.9,-1.0,2.361,99.7,TAKEOFF,8.1,-1.0,2.272,99.6
1780396929.106,5,TAKEOFF,6.9,-1.0,2.793,99.6,TAKEOFF,8.1,-1.0,2.501,99.5
1780396929.606,5,TAKEOFF,6.9,-1.0,3.201,99.5,SURVEY,8.028,-0.935,2.624,99.4
1780396930.106,5,TAKEOFF,6.9,-1.0,3.53,99.4,SURVEY,7.348,-0.442,2.697,99.3
1780396930.606,5,TAKEOFF,6.9,-1.0,3.733,99.3,SURVEY,6.628,-0.1,2.742,99.3
1780396931.106,5,TAKEOFF,6.7,-0.825,3.849,99.2,SURVEY,5.908,0.116,2.767,99.2
1780396931.607,5,SURVEY,5.98,-0.346,3.914,99.2,SURVEY,5.188,0.255,2.781,99.1
1780396932.106,5,SURVEY,5.26,-0.04,3.951,99.1,SURVEY,4.468,0.344,2.789,99.0
1780396932.606,5,SURVEY,4.58,0.146,3.971,99.0,SURVEY,3.788,0.398,2.794,98.9
1780396933.106,5,SURVEY,3.9,0.268,3.983,98.9,SURVEY,3.108,0.433,2.796,98.8
1780396933.606,5,SURVEY,3.26,0.344,3.99,98.8,SURVEY,2.483,0.455,2.798,98.8
1780396934.106,5,SURVEY,2.547,0.4,3.994,98.7,SURVEY,1.972,0.471,2.799,98.7
