ts,day,D0_state,D0_x,D0_y,D0_z,D0_batt,D1_state,D1_x,D1_y,D1_z,D1_batt
1779901653.469,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,0.0,0.0,0.0,100.0
1779901653.969,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779901654.469,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779901654.969,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779901655.469,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779901655.97,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779901656.469,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779901657.129,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779901657.469,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779901657.969,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779901658.47,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779901658.969,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779901659.471,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1779901659.969,5,TAKEOFF,6.9,-1.0,0.503,100.0,TAKEOFF,8.1,-1.0,0.479,99.9
1779901660.469,5,TAKEOFF,6.9,-1.0,0.959,99.9,TAKEOFF,8.1,-1.0,0.935,99.8
1779901660.969,5,TAKEOFF,6.9,-1.0,1.343,99.8,TAKEOFF,8.1,-1.0,1.319,99.8
1779901661.469,5,TAKEOFF,6.9,-1.0,1.823,99.7,TAKEOFF,8.1,-1.0,1.799,99.7
1779901661.969,5,TAKEOFF,6.9,-1.0,2.327,99.7,TAKEOFF,8.1,-1.0,2.303,99.6
1779901662.469,5,TAKEOFF,6.9,-1.0,2.807,99.6,TAKEOFF,8.1,-1.0,2.783,99.5
1779901662.969,5,TAKEOFF,6.9,-1.0,3.329,99.5,TAKEOFF,8.1,-1.0,3.308,99.4
1779901663.469,5,TAKEOFF,6.9,-1.0,3.656,99.4,TAKEOFF,8.1,-1.0,3.645,99.3
1779901663.969,5,TAKEOFF,6.9,-1.0,3.817,99.3,TAKEOFF,8.1,-1.0,3.811,99.3
1779901664.47,5,SURVEY,6.156,-0.444,3.903,99.2,SURVEY,8.437,-0.487,3.899,99.2
1779901664.969,5,SURVEY,5.396,-0.087,3.947,99.2,SURVEY,8.68,-0.116,3.944,99.1
1779901665.469,5,SURVEY,4.636,0.135,3.971,99.1,SURVEY,8.832,0.116,3.969,99.0
1779901665.969,5,SURVEY,3.996,0.255,3.982,99.0,SURVEY,8.914,0.48,3.982,98.9
1779901666.469,5,SURVEY,3.276,0.343,3.99,98.9,SURVEY,8.976,1.2,3.99,98.8
1779901666.969,5,SURVEY,2.696,0.397,3.994,98.8,SURVEY,9.013,1.88,3.994,98.8
1779901667.469,5,SURVEY,2.293,0.434,3.997,98.7,SURVEY,9.038,2.6,3.997,98.7
1779901667.969,5,SURVEY,2.061,0.456,3.998,98.7,SURVEY,9.053,3.24,3.998,98.6
1779901668.469,5,SURVEY,1.905,0.69,3.999,98.6,SURVEY,9.063,3.88,3.999,98.5
1779901668.969,5,SURVEY,1.799,1.33,3.999,98.5,SURVEY,9.07,4.52,3.999,98.4
1779901669.469,5,SURVEY,1.724,2.01,4.0,98.4,SURVEY,9.074,5.2,4.0,98.3
1779901669.969,5,SURVEY,1.678,2.65,4.0,98.3,SURVEY,9.077,5.84,4.0,98.3
1779901670.469,5,SURVEY,1.647,3.29,4.0,98.2,SURVEY,9.079,6.48,4.0,98.2
1779901670.969,5,SURVEY,1.625,3.97,4.0,98.2,SURVEY,9.081,7.16,4.0,98.1
1779901671.469,5,SURVEY,1.611,4.61,4.0,98.1,SURVEY,9.082,7.8,4.0,98.0
1779901671.969,5,SURVEY,1.603,5.21,4.0,98.0,SURVEY,9.082,8.4,4.0,97.9
1779901672.469,5,SURVEY,1.596,5.93,4.0,97.9,SURVEY,9.083,9.12,4.0,97.8
1779901672.97,5,SURVEY,1.592,6.57,4.0,97.8,SURVEY,9.083,9.76,4.0,97.8
1779901673.469,5,SURVEY,1.588,7.33,4.0,97.7,SURVEY,9.083,10.52,4.0,97.7
1779901673.969,5,SURVEY,1.587,8.01,4.0,97.7,SURVEY,9.083,11.2,4.0,97.6
1779901674.469,5,SURVEY,1.585,8.89,4.0,97.6,SURVEY,9.083,12.08,4.0,97.5
1779901674.969,5,SURVEY,1.585,9.61,4.0,97.5,SURVEY,9.083,12.8,4.0,97.4
1779901675.469,5,SURVEY,1.584,10.29,4.0,97.4,SURVEY,9.083,13.382,4.0,97.3
1779901675.969,5,SURVEY,1.584,10.97,4.0,97.3,SURVEY,9.083,13.766,4.0,97.3
1779901676.469,5,SURVEY,1.584,11.61,4.0,97.2,SURVEY,9.083,14.007,4.0,97.2
1779901676.969,5,SURVEY,1.584,12.29,4.0,97.2,SURVEY,9.275,14.177,4.0,97.1
1779901677.469,5,SURVEY,1.583,13.006,4.0,97.1,SURVEY,9.962,14.294,4.0,97.0
1779901677.969,5,SURVEY,1.583,13.544,4.0,97.0,SURVEY,10.428,14.369,4.0,96.9
1779901678.47,5,SURVEY,1.583,13.84,4.0,96.9,SURVEY,10.683,14.41,4.0,96.8
1779901678.969,5,SURVEY,1.583,14.056,4.0,96.8,SURVEY,10.869,14.439,4.0,96.8
1779901679.469,5,SURVEY,1.991,14.209,4.0,96.7,SURVEY,11.0,13.85,4.0,96.7
1779901679.969,5,SURVEY,2.563,14.304,4.0,96.7,SURVEY,11.082,13.21,4.0,96.6
1779901680.469,5,SURVEY,2.971,14.372,4.0,96.6,SURVEY,11.14,12.53,4.0,96.5
1779901680.969,5,SURVEY,3.265,14.42,4.0,96.5,SURVEY,11.181,11.77,4.0,96.4
1779901681.469,5,SURVEY,3.448,14.119,4.0,96.4,SURVEY,11.207,11.01,4.0,96.3
1779901681.969,5,SURVEY,3.567,13.319,4.0,96.3,SURVEY,11.224,10.21,4.0,96.3
1779901682.469,5,SURVEY,3.63,12.639,4.0,96.2,SURVEY,11.233,9.53,4.0,96.2
1779901682.97,5,SURVEY,3.673,11.919,4.0,96.2,SURVEY,11.239,8.81,4.0,96.1
1779901683.469,5,SURVEY,3.699,11.279,4.0,96.1,SURVEY,11.243,8.17,4.0,96.0
1779901683.969,5,SURVEY,3.715,10.639,4.0,96.0,SURVEY,11.245,7.53,4.0,95.9
1779901684.469,5,SURVEY,3.727,9.959,4.0,95.9,SURVEY,11.247,6.85,4.0,95.8
1779901684.969,5,SURVEY,3.736,9.239,4.0,95.8,SURVEY,11.248,6.13,4.0,95.8
1779901685.469,5,SURVEY,3.741,8.519,4.0,95.7,SURVEY,11.249,5.41,4.0,95.7
1779901685.969,5,SURVEY,3.744,7.839,4.0,95.7,SURVEY,11.249,4.73,4.0,95.6
1779901686.469,5,SURVEY,3.746,7.159,4.0,95.6,SURVEY,11.249,4.05,4.0,95.5
1779901686.969,5,SURVEY,3.748,6.399,4.0,95.5,SURVEY,11.25,3.29,4.0,95.4
1779901687.47,5,SURVEY,3.748,5.719,4.0,95.4,SURVEY,11.25,2.61,4.0,95.3
1779901687.969,5,SURVEY,3.749,4.999,4.0,95.3,SURVEY,11.25,1.905,4.0,95.3
1779901688.469,5,SURVEY,3.749,4.279,4.0,95.2,SURVEY,11.25,1.398,4.0,95.2
1779901688.969,5,SURVEY,3.75,3.519,4.0,95.2,SURVEY,11.25,1.059,4.0,95.1
1779901689.469,5,SURVEY,3.75,2.799,4.0,95.1,SURVEY,11.282,0.857,4.0,95.0
1779901689.969,5,SURVEY,3.75,2.159,4.0,95.0,SURVEY,11.918,0.74,4.0,94.9
1779901690.469,5,SURVEY,3.75,1.563,4.0,94.9,SURVEY,12.461,0.653,4.0,94.8
1779901690.97,5,SURVEY,3.75,1.197,4.0,94.8,SURVEY,12.791,0.6,4.0,94.8
1779901691.469,5,SURVEY,3.75,0.934,4.0,94.7,SURVEY,13.028,0.562,4.0,94.7
1779901691.97,5,SURVEY,4.214,0.777,4.0,94.7,SURVEY,13.169,1.174,4.0,94.6
1779901692.469,5,SURVEY,4.854,0.673,4.0,94.6,SURVEY,13.259,1.894,4.0,94.5
1779901692.969,5,SURVEY,5.202,0.616,4.0,94.5,SURVEY,13.313,2.574,4.0,94.4
1779901693.469,5,SURVEY,5.483,0.57,4.0,94.4,SURVEY,13.354,3.374,4.0,94.3
1779901693.969,5,SURVEY,5.633,0.992,4.0,94.3,SURVEY,13.377,4.094,4.0,94.3
1779901694.469,5,SURVEY,5.748,1.832,4.0,94.2,SURVEY,13.392,4.894,4.0,94.2
1779901694.969,5,SURVEY,5.809,2.552,4.0,94.2,SURVEY,13.401,5.614,4.0,94.1
1779901695.469,5,SURVEY,5.843,3.152,4.0,94.1,SURVEY,13.406,6.214,4.0,94.0
1779901695.969,5,SURVEY,5.868,3.832,4.0,94.0,SURVEY,13.41,6.894,4.0,93.9
1779901696.469,5,SURVEY,5.885,4.512,4.0,93.9,SURVEY,13.412,7.574,4.0,93.8
1779901696.969,5,SURVEY,5.895,5.152,4.0,93.8,SURVEY,13.414,8.214,4.0,93.8
1779901697.469,5,SURVEY,5.902,5.792,4.0,93.7,SURVEY,13.415,8.854,4.0,93.7
1779901697.969,5,SURVEY,5.907,6.432,4.0,93.7,SURVEY,13.415,9.494,4.0,93.6
1779901698.469,5,SURVEY,5.91,7.112,4.0,93.6,SURVEY,13.416,10.174,4.0,93.5
1779901698.969,5,SURVEY,5.912,7.752,4.0,93.5,SURVEY,13.416,10.814,4.0,93.4
1779901699.469,5,SURVEY,5.914,8.432,4.0,93.4,SURVEY,13.416,11.494,4.0,93.3
1779901699.97,5,SURVEY,5.915,9.072,4.0,93.3,SURVEY,13.416,12.134,4.0,93.3
1779901700.469,5,SURVEY,5.915,9.712,4.0,93.2,SURVEY,13.416,12.774,4.0,93.2
1779901700.969,5,SURVEY,5.916,10.392,4.0,93.2,SURVEY,13.417,13.365,4.0,93.1
1779901701.469,5,SURVEY,5.916,11.112,4.0,93.1,SURVEY,13.417,13.773,4.0,93.0
