ts,day,D0_state,D0_x,D0_y,D0_z,D0_batt,D1_state,D1_x,D1_y,D1_z,D1_batt
1780557594.303,1,IDLE,0.0,0.0,0.0,100.0,IDLE,0.0,0.0,0.0,100.0
1780557594.803,1,IDLE,0.0,0.0,0.0,100.0,IDLE,0.0,0.0,0.0,100.0
1780557595.303,1,IDLE,6.9,-1.0,0.1,100.0,IDLE,0.0,0.0,0.0,100.0
1780557595.803,1,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780557596.303,1,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780557596.804,1,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780557597.304,1,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780557597.804,1,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780557598.303,1,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780557598.804,1,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780557599.304,1,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780557599.804,1,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780557600.305,1,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780557600.803,1,TAKEOFF,6.9,-1.0,0.527,99.9,TAKEOFF,8.1,-1.0,0.513,100.0
1780557601.303,1,TAKEOFF,6.9,-1.0,1.031,99.8,TAKEOFF,8.1,-1.0,1.017,99.9
1780557601.804,1,TAKEOFF,6.9,-1.0,1.487,99.8,TAKEOFF,8.1,-1.0,1.473,99.8
1780557602.303,1,TAKEOFF,6.9,-1.0,1.943,99.7,TAKEOFF,8.1,-1.0,1.929,99.7
1780557602.803,1,TAKEOFF,6.9,-1.0,2.399,99.6,TAKEOFF,8.1,-1.0,2.317,99.7
1780557603.303,1,TAKEOFF,6.9,-1.0,2.831,99.5,TAKEOFF,8.1,-1.0,2.526,99.6
1780557603.804,1,TAKEOFF,6.9,-1.0,3.329,99.4,TAKEOFF,8.066,-0.798,2.659,99.5
1780557604.303,1,TAKEOFF,6.9,-1.0,3.619,99.3,SURVEY 0%,7.988,-0.328,2.72,99.4
1780557604.803,1,TAKEOFF,6.9,-1.0,3.77,99.3,SURVEY 0%,7.943,-0.056,2.752,99.3
1780557605.304,1,SURVEY 0%,6.468,-0.646,3.873,99.2,SURVEY 0%,7.908,0.186,2.773,99.2
1780557605.803,1,SURVEY 0%,5.668,-0.196,3.933,99.1,SURVEY 12%,7.885,0.986,2.786,99.2
1780557606.303,1,SURVEY 0%,4.908,0.067,3.963,99.0,SURVEY 12%,7.872,1.746,2.792,99.1
1780557606.803,1,SURVEY 0%,4.268,0.209,3.978,98.9,SURVEY 12%,7.865,2.386,2.795,99.0
1780557607.304,1,SURVEY 0%,3.668,0.299,3.986,98.8,SURVEY 12%,7.86,3.026,2.797,98.9
1780557607.803,1,SURVEY 0%,2.952,0.371,3.992,98.8,SURVEY 12%,7.856,3.706,2.798,98.8
1780557608.303,1,SURVEY 0%,2.408,0.418,3.995,98.7,SURVEY 12%,7.854,4.426,2.799,98.7
1780557608.803,1,SURVEY 0%,2.077,0.446,3.997,98.6,SURVEY 12%,7.853,5.106,2.799,98.7
1780557609.304,1,SURVEY 0%,1.851,0.466,3.998,98.5,SURVEY 12%,7.852,5.826,2.8,98.6
1780557609.804,1,SURVEY 12%,1.7,1.1,3.999,98.4,SURVEY 12%,7.851,6.586,2.8,98.5
1780557610.304,1,SURVEY 12%,1.614,1.78,4.0,98.3,SURVEY 12%,7.851,7.266,2.8,98.4
1780557610.803,1,SURVEY 12%,1.563,2.38,4.0,98.3,SURVEY 12%,7.85,7.866,2.8,98.3
1780557611.304,1,SURVEY 12%,1.519,3.18,4.0,98.2,SURVEY 12%,7.85,8.666,2.8,98.2
1780557611.804,1,SURVEY 12%,1.496,3.82,4.0,98.1,SURVEY 12%,7.85,9.306,2.8,98.2
1780557612.304,1,SURVEY 12%,1.483,4.38,4.0,98.0,SURVEY 12%,7.85,9.866,2.8,98.1
1780557612.804,1,SURVEY 12%,1.472,5.02,4.0,97.9,SURVEY 12%,7.85,10.506,2.8,98.0
1780557613.304,1,SURVEY 12%,1.465,5.62,4.0,97.8,SURVEY 12%,7.85,11.106,2.8,97.9
1780557613.804,1,SURVEY 12%,1.461,6.1,4.0,97.8,SURVEY 12%,7.85,11.586,2.8,97.8
1780557614.304,1,SURVEY 12%,1.458,6.7,4.0,97.7,SURVEY 12%,7.85,12.186,2.8,97.7
1780557614.804,1,SURVEY 12%,1.455,7.3,4.0,97.6,SURVEY 12%,7.85,12.786,2.8,97.7
1780557615.304,1,SURVEY 12%,1.454,7.9,4.0,97.5,SURVEY 12%,7.85,13.315,2.8,97.6
1780557615.804,1,SURVEY 12%,1.452,8.62,4.0,97.4,SURVEY 12%,7.85,13.743,2.8,97.5
1780557616.303,1,SURVEY 12%,1.452,9.18,4.0,97.3,SURVEY 12%,7.85,13.965,2.8,97.4
1780557616.803,1,SURVEY 12%,1.451,9.9,4.0,97.3,SURVEY 12%,8.01,14.159,2.8,97.3
1780557617.304,1,SURVEY 12%,1.451,10.5,4.0,97.2,SURVEY 25%,8.547,14.265,2.8,97.2
1780557617.803,1,SURVEY 12%,1.45,11.18,4.0,97.1,SURVEY 25%,8.964,14.346,2.8,97.2
1780557618.303,1,SURVEY 12%,1.45,11.9,4.0,97.0,SURVEY 25%,9.248,14.402,2.8,97.1
1780557618.803,1,SURVEY 12%,1.45,12.62,4.0,96.9,SURVEY 25%,9.43,14.229,2.8,97.0
1780557619.304,1,SURVEY 12%,1.45,13.283,4.0,96.8,SURVEY 37%,9.545,13.509,2.8,96.9
1780557619.803,1,SURVEY 12%,1.45,13.703,4.0,96.8,SURVEY 37%,9.616,12.829,2.8,96.8
1780557620.303,1,SURVEY 12%,1.45,13.95,4.0,96.7,SURVEY 37%,9.658,12.229,2.8,96.7
1780557620.803,1,SURVEY 25%,1.618,14.166,4.0,96.6,SURVEY 37%,9.694,11.429,2.8,96.7
