ts,day,D0_state,D0_x,D0_y,D0_z,D0_batt,D1_state,D1_x,D1_y,D1_z,D1_batt
1780722028.979,1,IDLE,0.0,0.0,0.0,100.0,IDLE,0.0,0.0,0.0,100.0
1780722029.479,1,IDLE,0.0,0.0,0.0,100.0,IDLE,0.0,0.0,0.0,100.0
1780722029.979,1,IDLE,0.0,0.0,0.0,100.0,IDLE,0.0,0.0,0.0,100.0
1780722030.479,1,IDLE,0.0,0.0,0.0,100.0,IDLE,0.0,0.0,0.0,100.0
1780722030.979,1,IDLE,0.0,0.0,0.0,100.0,IDLE,0.0,0.0,0.0,100.0
1780722031.479,1,IDLE,0.0,0.0,0.0,100.0,IDLE,0.0,0.0,0.0,100.0
1780722031.979,1,IDLE,0.0,0.0,0.0,100.0,IDLE,0.0,0.0,0.0,100.0
1780722032.479,1,IDLE,0.0,0.0,0.0,100.0,IDLE,0.0,0.0,0.0,100.0
1780722032.979,1,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780722033.479,1,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780722033.979,1,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780722034.479,1,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780722034.98,1,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780722035.479,1,TAKEOFF,6.9,-1.0,0.441,99.9,TAKEOFF,8.1,-1.0,0.417,99.9
1780722035.979,1,TAKEOFF,6.9,-1.0,0.801,99.8,TAKEOFF,8.1,-1.0,0.777,99.8
1780722036.479,1,TAKEOFF,6.9,-1.0,1.185,99.8,TAKEOFF,8.1,-1.0,1.161,99.8
1780722036.979,1,TAKEOFF,6.9,-1.0,1.545,99.7,TAKEOFF,8.1,-1.0,1.521,99.7
1780722037.479,1,TAKEOFF,6.9,-1.0,1.881,99.6,TAKEOFF,8.1,-1.0,1.857,99.6
1780722037.98,1,TAKEOFF,6.9,-1.0,2.217,99.5,TAKEOFF,8.1,-1.0,2.193,99.5
1780722038.479,1,TAKEOFF,6.9,-1.0,2.625,99.4,TAKEOFF,8.1,-1.0,2.601,99.4
1780722038.979,1,TAKEOFF,6.9,-1.0,2.961,99.3,TAKEOFF,8.1,-1.0,2.937,99.4
1780722039.479,1,TAKEOFF,6.9,-1.0,3.316,99.3,TAKEOFF,8.1,-1.0,3.294,99.3
1780722039.979,1,TAKEOFF,6.9,-1.0,3.599,99.2,TAKEOFF,8.1,-1.0,3.586,99.2
1780722040.479,1,TAKEOFF,6.9,-1.0,3.757,99.1,TAKEOFF,8.1,-1.0,3.75,99.1
1780722040.979,1,SURVEY 0%,6.588,-0.737,3.857,99.0,SURVEY 0%,8.06,-0.762,3.853,99.0
1780722041.479,1,SURVEY 0%,5.988,-0.354,3.91,98.9,SURVEY 0%,7.995,-0.371,3.908,98.9
1780722041.979,1,SURVEY 0%,5.268,-0.046,3.949,98.8,SURVEY 0%,7.943,-0.057,3.948,98.9
1780722042.479,1,SURVEY 0%,4.668,0.123,3.968,98.8,SURVEY 0%,7.914,0.116,3.967,98.8
1780722042.979,1,SURVEY 0%,4.028,0.246,3.981,98.7,SURVEY 12%,7.893,0.726,3.98,98.7
1780722043.479,1,SURVEY 0%,3.388,0.329,3.988,98.6,SURVEY 12%,7.879,1.366,3.988,98.6
1780722043.979,1,SURVEY 0%,2.809,0.382,3.993,98.5,SURVEY 12%,7.87,1.966,3.992,98.5
1780722044.479,1,SURVEY 0%,2.411,0.417,3.995,98.4,SURVEY 12%,7.864,2.526,3.995,98.4
1780722044.979,1,SURVEY 0%,2.13,0.441,3.997,98.3,SURVEY 12%,7.86,3.086,3.997,98.3
1780722045.479,1,SURVEY 0%,1.896,0.461,3.998,98.3,SURVEY 12%,7.857,3.726,3.998,98.3
1780722045.979,1,SURVEY 12%,1.757,0.78,3.999,98.2,SURVEY 12%,7.855,4.366,3.999,98.2
1780722046.479,1,SURVEY 12%,1.662,1.38,3.999,98.1,SURVEY 12%,7.853,4.966,3.999,98.1
1780722046.979,1,SURVEY 12%,1.593,2.02,4.0,98.0,SURVEY 12%,7.852,5.606,4.0,98.0
1780722047.479,1,SURVEY 12%,1.546,2.66,4.0,97.9,SURVEY 12%,7.851,6.246,4.0,97.9
1780722047.979,1,SURVEY 12%,1.518,3.22,4.0,97.8,SURVEY 12%,7.851,6.806,4.0,97.9
