ts,day,D0_state,D0_x,D0_y,D0_z,D0_batt,D1_state,D1_x,D1_y,D1_z,D1_batt
1780639637.394,1,IDLE,0.0,0.0,0.0,100.0,IDLE,0.0,0.0,0.0,100.0
1780639637.894,1,IDLE,0.0,0.0,0.0,100.0,IDLE,0.0,0.0,0.0,100.0
1780639638.394,1,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780639638.893,1,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780639639.393,1,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780639639.894,1,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780639640.394,1,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780639640.894,1,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780639641.394,1,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780639641.894,1,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780639642.394,1,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780639642.894,1,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780639643.404,1,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780639643.894,1,TAKEOFF,6.9,-1.0,0.455,99.9,TAKEOFF,8.1,-1.0,0.455,99.9
1780639644.394,1,TAKEOFF,6.9,-1.0,0.863,99.8,TAKEOFF,8.1,-1.0,0.863,99.8
1780639644.894,1,TAKEOFF,6.9,-1.0,1.247,99.8,TAKEOFF,8.1,-1.0,1.247,99.8
1780639645.394,1,TAKEOFF,6.9,-1.0,1.679,99.7,TAKEOFF,8.1,-1.0,1.679,99.7
1780639645.894,1,TAKEOFF,6.9,-1.0,2.111,99.6,TAKEOFF,8.1,-1.0,2.111,99.6
1780639646.394,1,TAKEOFF,6.9,-1.0,2.471,99.5,TAKEOFF,8.1,-1.0,2.471,99.5
1780639646.894,1,TAKEOFF,6.9,-1.0,2.951,99.4,TAKEOFF,8.1,-1.0,2.951,99.4
1780639647.394,1,TAKEOFF,6.9,-1.0,3.428,99.3,TAKEOFF,8.1,-1.0,3.429,99.3
1780639647.894,1,TAKEOFF,6.9,-1.0,3.687,99.3,TAKEOFF,8.1,-1.0,3.687,99.3
1780639648.394,1,SURVEY,6.868,-0.971,3.828,99.2,TAKEOFF,8.068,-0.971,3.828,99.2
1780639648.894,1,SURVEY,6.108,-0.416,3.905,99.1,SURVEY,7.308,-0.417,3.905,99.1
1780639649.394,1,SURVEY,5.388,-0.083,3.946,99.0,SURVEY,6.588,-0.084,3.946,99.0
1780639649.894,1,SURVEY,4.588,0.146,3.971,98.9,SURVEY,5.788,0.145,3.971,98.9
1780639650.394,1,SURVEY,3.885,0.274,3.984,98.8,SURVEY,5.068,0.274,3.984,98.8
1780639650.894,1,SURVEY,3.34,0.363,3.991,98.8,SURVEY,4.268,0.363,3.991,98.8
1780639651.394,1,SURVEY,3.037,0.412,3.995,98.7,SURVEY,3.636,0.412,3.995,98.7
1780639651.894,1,SURVEY,2.852,0.473,3.997,98.6,SURVEY,3.244,0.443,3.997,98.6
1780639652.394,1,SURVEY,2.725,1.193,3.998,98.5,SURVEY,2.976,0.463,3.998,98.5
1780639652.894,1,SURVEY,2.643,1.913,3.999,98.4,SURVEY,2.804,0.744,3.999,98.4
1780639653.394,1,SURVEY,2.591,2.633,3.999,98.3,SURVEY,2.694,1.464,3.999,98.3
1780639653.894,1,SURVEY,2.561,3.273,4.0,98.2,SURVEY,2.634,2.064,4.0,98.3
1780639654.394,1,SURVEY,2.541,3.913,4.0,98.2,SURVEY,2.585,2.784,4.0,98.2
1780639654.894,1,SURVEY,2.528,4.553,4.0,98.1,SURVEY,2.559,3.384,4.0,98.1
1780639655.394,1,SURVEY,2.518,5.273,4.0,98.0,SURVEY,2.538,4.104,4.0,98.0
1780639655.895,1,SURVEY,2.512,5.913,4.0,97.9,SURVEY,2.526,4.704,4.0,97.9
1780639656.394,1,SURVEY,2.508,6.593,4.0,97.8,SURVEY,2.517,5.424,4.0,97.8
1780639656.894,1,SURVEY,2.505,7.353,4.0,97.8,SURVEY,2.51,6.184,4.0,97.8
1780639657.394,1,SURVEY,2.503,8.073,4.0,97.7,SURVEY,2.507,6.904,4.0,97.7
1780639657.894,1,SURVEY,2.502,8.793,4.0,97.6,SURVEY,2.504,7.624,4.0,97.6
1780639658.394,1,SURVEY,2.501,9.593,4.0,97.5,SURVEY,2.503,8.424,4.0,97.5
1780639658.894,1,SURVEY,2.501,10.353,4.0,97.4,SURVEY,2.502,9.184,4.0,97.4
1780639659.394,1,SURVEY,2.5,11.033,4.0,97.3,SURVEY,2.501,9.864,4.0,97.3
1780639659.894,1,SURVEY,2.5,11.833,4.0,97.2,SURVEY,2.501,10.664,4.0,97.3
1780639660.394,1,SURVEY,2.5,12.513,4.0,97.2,SURVEY,2.5,11.344,4.0,97.2
1780639660.894,1,SURVEY,2.5,13.133,4.0,97.1,SURVEY,2.5,12.024,4.0,97.1
1780639661.394,1,SURVEY,2.5,13.579,4.0,97.0,SURVEY,2.5,12.624,4.0,97.0
1780639661.894,1,SURVEY,2.5,13.926,4.0,96.9,SURVEY,2.5,13.317,4.0,96.9
1780639662.394,1,SURVEY,2.524,14.142,4.0,96.8,SURVEY,2.5,13.764,4.0,96.9
1780639662.894,1,SURVEY,3.204,14.265,4.0,96.7,SURVEY,2.5,14.016,4.0,96.8
1780639663.394,1,SURVEY,3.844,14.342,4.0,96.7,SURVEY,2.748,14.175,4.0,96.7
