ts,day,D0_state,D0_x,D0_y,D0_z,D0_batt,D1_state,D1_x,D1_y,D1_z,D1_batt
1780028420.003,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,0.0,0.0,0.0,100.0
1780028420.503,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780028421.003,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780028421.505,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780028422.004,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780028422.504,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780028423.004,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780028423.504,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780028424.004,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780028424.504,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780028425.004,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780028425.504,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780028426.007,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780028426.504,5,TAKEOFF,6.9,-1.0,0.455,100.0,TAKEOFF,8.1,-1.0,0.455,99.9
1780028427.004,5,TAKEOFF,6.9,-1.0,0.887,99.9,TAKEOFF,8.1,-1.0,0.887,99.8
1780028427.503,5,TAKEOFF,6.9,-1.0,1.319,99.8,TAKEOFF,8.1,-1.0,1.319,99.8
1780028428.004,5,TAKEOFF,6.9,-1.0,1.751,99.7,TAKEOFF,8.1,-1.0,1.751,99.7
1780028428.504,5,TAKEOFF,6.9,-1.0,2.183,99.7,TAKEOFF,8.1,-1.0,2.183,99.6
1780028429.004,5,TAKEOFF,6.9,-1.0,2.567,99.6,TAKEOFF,8.1,-1.0,2.567,99.5
1780028429.504,5,TAKEOFF,6.9,-1.0,2.951,99.5,TAKEOFF,8.1,-1.0,2.951,99.4
1780028430.004,5,TAKEOFF,6.9,-1.0,3.407,99.4,TAKEOFF,8.1,-1.0,3.409,99.3
1780028430.504,5,TAKEOFF,6.9,-1.0,3.663,99.3,TAKEOFF,8.1,-1.0,3.665,99.3
1780028431.003,5,TAKEOFF,6.9,-1.0,3.821,99.2,TAKEOFF,8.1,-1.0,3.822,99.2
1780028431.504,5,SURVEY,6.14,-0.435,3.905,99.2,SURVEY,8.464,-0.444,3.905,99.1
1780028432.004,5,SURVEY,5.3,-0.053,3.951,99.1,SURVEY,8.717,-0.059,3.951,99.0
1780028432.504,5,SURVEY,4.5,0.164,3.974,99.0,SURVEY,8.861,0.16,3.974,98.9
1780028433.004,5,SURVEY,3.78,0.285,3.985,98.9,SURVEY,8.941,0.74,3.985,98.8
1780028433.504,5,SURVEY,3.066,0.363,3.992,98.8,SURVEY,8.993,1.46,3.992,98.8
1780028434.004,5,SURVEY,2.554,0.41,3.995,98.7,SURVEY,9.024,2.14,3.995,98.7
1780028434.504,5,SURVEY,2.187,0.444,3.997,98.7,SURVEY,9.046,2.9,3.997,98.6
1780028435.004,5,SURVEY,1.979,0.463,3.998,98.6,SURVEY,9.059,3.58,3.998,98.5
1780028435.504,5,SURVEY,1.836,1.058,3.999,98.5,SURVEY,9.068,4.3,3.999,98.4
1780028436.004,5,SURVEY,1.753,1.698,3.999,98.4,SURVEY,9.073,4.94,3.999,98.3
1780028436.504,5,SURVEY,1.695,2.378,4.0,98.3,SURVEY,9.076,5.62,4.0,98.3
