ts,day,D0_state,D0_x,D0_y,D0_z,D0_batt,D1_state,D1_x,D1_y,D1_z,D1_batt
1780409567.577,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,0.0,0.0,0.0,100.0
1780409568.077,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780409568.577,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780409569.078,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780409569.578,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780409570.078,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780409570.578,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780409571.077,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780409571.579,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780409572.077,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780409572.578,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780409573.078,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780409573.579,5,IDLE,6.9,-1.0,0.1,100.0,IDLE,8.1,-1.0,0.1,100.0
1780409574.077,5,TAKEOFF,6.9,-1.0,0.494,100.0,TAKEOFF,8.1,-1.0,0.479,100.0
1780409574.577,5,TAKEOFF,6.9,-1.0,0.902,99.9,TAKEOFF,8.1,-1.0,0.887,99.9
1780409575.077,5,TAKEOFF,6.9,-1.0,1.358,99.8,TAKEOFF,8.1,-1.0,1.343,99.8
1780409575.578,5,TAKEOFF,6.9,-1.0,1.766,99.7,TAKEOFF,8.1,-1.0,1.751,99.7
1780409576.077,5,TAKEOFF,6.9,-1.0,2.246,99.7,TAKEOFF,8.1,-1.0,2.21,99.7
1780409576.577,5,TAKEOFF,6.9,-1.0,2.726,99.6,TAKEOFF,8.1,-1.0,2.487,99.6
1780409577.078,5,TAKEOFF,6.9,-1.0,3.134,99.5,TAKEOFF,8.1,-1.0,2.616,99.5
1780409577.577,5,TAKEOFF,6.9,-1.0,3.519,99.4,SURVEY 0%,7.412,-0.476,2.699,99.4
1780409578.078,5,TAKEOFF,6.9,-1.0,3.699,99.3,SURVEY 0%,6.812,-0.173,2.737,99.3
1780409578.578,5,TAKEOFF,6.868,-0.971,3.823,99.2,SURVEY 0%,6.132,0.059,2.763,99.2
1780409579.078,5,SURVEY 0%,6.188,-0.466,3.896,99.2,SURVEY 0%,5.452,0.212,2.778,99.2
1780409579.578,5,SURVEY 0%,5.508,-0.132,3.939,99.1,SURVEY 0%,4.772,0.312,2.787,99.1
1780409580.077,5,SURVEY 0%,4.868,0.074,3.963,99.0,SURVEY 0%,4.132,0.373,2.792,99.0
1780409580.578,5,SURVEY 0%,4.108,0.234,3.98,98.9,SURVEY 0%,3.372,0.421,2.796,98.9
1780409581.078,5,SURVEY 0%,3.428,0.326,3.988,98.8,SURVEY 0%,2.692,0.448,2.798,98.8
1780409581.577,5,SURVEY 0%,2.708,0.388,3.993,98.7,SURVEY 0%,2.107,0.467,2.799,98.7
1780409582.078,5,SURVEY 0%,2.145,0.427,3.996,98.6,SURVEY 0%,1.749,0.478,2.799,98.7
